phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care,secondary_care,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,id,primary_care,secondary_care,type,data_sources,clinical_terminologies,validation,valid_event_data_range,sex,date,modified_date,version,authors
Infection - Eye,,_data/secondary_care/ICD_eye.csv,,Infection - Eye,"At the specified date, a patient is defined as having had Eye infections IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Eye infections or history of diagnosis during a hospitalization",Infections,0,1,eye,[],['_data/secondary_care/ICD_eye.csv'],,,,,,,,Disease or Syndrome,PHE00081,[],['_data/secondary_care/ICD_eye.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Fatty Liver,_data/primary_care/CPRD_fatty_liver.csv,_data/secondary_care/ICD_fatty_liver.csv,,Fatty Liver,"At the specified date, a patient is defined as having had 'Fatty Liver' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Fatty Liver' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Fatty Liver' or history of diagnosis during a hospitalization",Digestive,0,1,fatty_liver,['_data/primary_care/CPRD_fatty_liver.csv'],['_data/secondary_care/ICD_fatty_liver.csv'],,,,,,,,Disease or Syndrome,PHE00082,['_data/primary_care/CPRD_fatty_liver.csv'],['_data/secondary_care/ICD_fatty_liver.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Uterovaginal Prolapse,_data/primary_care/CPRD_female_genital_prolapse.csv,_data/secondary_care/ICD_female_genital_prolapse.csv,,Uterovaginal Prolapse,"At the specified date, a patient is defined as having had Female genital prolapse IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Female genital prolapse diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of Female genital prolapse or history of diagnosis during a hospitalization",Genitourinary,0,1,female_genital_prolapse,['_data/primary_care/CPRD_female_genital_prolapse.csv'],['_data/secondary_care/ICD_female_genital_prolapse.csv'],,,,,,,,Disease or Syndrome,PHE00083,['_data/primary_care/CPRD_female_genital_prolapse.csv'],['_data/secondary_care/ICD_female_genital_prolapse.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Female Infertility,_data/primary_care/CPRD_female_infertility.csv,_data/secondary_care/ICD_female_infertility.csv,,Female infertility,"At the specified date, a patient is defined as having had 'Female infertility' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Female infertility' diagnosis or history of diagnosis during a consultation 
OR
2. 'Female infertility' possible diagnosis during a consultation IF patient = female
OR
Secondary care
1. ALL diagnoses of 'Female infertility' or history of diagnosis during a hospitalization",Genitourinary,0,1,female_infertility,['_data/primary_care/CPRD_female_infertility.csv'],['_data/secondary_care/ICD_female_infertility.csv'],,,,,,,,Disease or Syndrome,PHE00084,['_data/primary_care/CPRD_female_infertility.csv'],['_data/secondary_care/ICD_female_infertility.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Pelvic Inflammatory Disease,,_data/secondary_care/ICD_PID.csv,,Pelvic Inflammatory Disease,"At the specified date, a patient is defined as having had Female 'Female pelvic inflammatory disease' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Female 'Female pelvic inflammatory disease' or history of diagnosis during a hospitalization",Infections,0,1,PID,[],['_data/secondary_care/ICD_PID.csv'],,,,,,,,Disease or Syndrome,PHE00085,[],['_data/secondary_care/ICD_PID.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Fibromatoses,_data/primary_care/CPRD_fibromatosis.csv,_data/secondary_care/ICD_fibromatosis.csv,_data/secondary_care/OPCS_fibromatosis.csv,Fibromatoses,"At the specified date, a patient is defined as having had 'Fibromatoses' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Fibromatoses' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Fibromatoses' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Fibromatoses' during a hospitalization",Musculoskeletal ,0,1,fibromatosis,['_data/primary_care/CPRD_fibromatosis.csv'],"['_data/secondary_care/ICD_fibromatosis.csv', '_data/secondary_care/OPCS_fibromatosis.csv']",,,,,,,,Disease or Syndrome,PHE00086,['_data/primary_care/CPRD_fibromatosis.csv'],"['_data/secondary_care/ICD_fibromatosis.csv', '_data/secondary_care/OPCS_fibromatosis.csv']",Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Folate Deficiency Anaemia,_data/primary_care/CPRD_folatedef.csv,_data/secondary_care/ICD_folatedef.csv,,Folate deficiency anaemia,"At the specified date, a patient is defined as having had 'Folate deficiency anaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Folate  deficiency anaemia diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Folate deficiency anaemia' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,folatedef,['_data/primary_care/CPRD_folatedef.csv'],['_data/secondary_care/ICD_folatedef.csv'],,,,,,,,Disease or Syndrome,PHE00087,['_data/primary_care/CPRD_folatedef.csv'],['_data/secondary_care/ICD_folatedef.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Fracture - Hip,_data/primary_care/CPRD_fracture_hip.csv,_data/secondary_care/ICD_fracture_hip.csv,_data/secondary_care/OPCS_fracture_hip.csv,Fracture - hip,"At the specified date, a patient is defined as having had Fracture of hip IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Fracture of hip diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Fracture of hip or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for Fracture of hip during a hospitalization",Musculoskeletal ,0,1,fracture_hip,['_data/primary_care/CPRD_fracture_hip.csv'],"['_data/secondary_care/ICD_fracture_hip.csv', '_data/secondary_care/OPCS_fracture_hip.csv']",,,,,,,,Disease or Syndrome,PHE00088,['_data/primary_care/CPRD_fracture_hip.csv'],"['_data/secondary_care/ICD_fracture_hip.csv', '_data/secondary_care/OPCS_fracture_hip.csv']",Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Fracture - Wrist,_data/primary_care/CPRD_fracture_wrist.csv,_data/secondary_care/ICD_fracture_wrist.csv,,Fracture - wrist,"At the specified date, a patient is defined as having had Fracture of wrist IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Fracture of wrist diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Fracture of wrist or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,fracture_wrist,['_data/primary_care/CPRD_fracture_wrist.csv'],['_data/secondary_care/ICD_fracture_wrist.csv'],,,,,,,,Disease or Syndrome,PHE00089,['_data/primary_care/CPRD_fracture_wrist.csv'],['_data/secondary_care/ICD_fracture_wrist.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Gastritis,_data/primary_care/CPRD_gastritis_duodenitis.csv,_data/secondary_care/ICD_gastritis_duodenitis.csv,,Gastritis,"At the specified date, a patient is defined as having had 'Gastritis and duodenitis' and duodenitis IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Gastritis and duodenitis' and duodenitis diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Gastritis and duodenitis' and duodenitis or history of diagnosis during a hospitalization",Digestive,0,1,gastritis_duodenitis,['_data/primary_care/CPRD_gastritis_duodenitis.csv'],['_data/secondary_care/ICD_gastritis_duodenitis.csv'],,,,,,,,Disease or Syndrome,PHE00090,['_data/primary_care/CPRD_gastritis_duodenitis.csv'],['_data/secondary_care/ICD_gastritis_duodenitis.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Gastro-oesophageal Reflux Disease,_data/primary_care/CPRD_GORD.csv,_data/secondary_care/ICD_GORD.csv,_data/secondary_care/OPCS_GORD.csv,Gastro-oesophageal reflux disease,"At the specified date, a patient is defined as having had 'Gastro-oesophageal reflux disease' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Gastro-oesophageal reflux disease' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Gastro-oesophageal reflux disease' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Gastro-oesophageal reflux disease' during a hospitalization",Digestive,0,1,GORD,['_data/primary_care/CPRD_GORD.csv'],"['_data/secondary_care/ICD_GORD.csv', '_data/secondary_care/OPCS_GORD.csv']",,,,,,,,Disease or Syndrome,PHE00091,['_data/primary_care/CPRD_GORD.csv'],"['_data/secondary_care/ICD_GORD.csv', '_data/secondary_care/OPCS_GORD.csv']",Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Giant Cell Arteritis,_data/primary_care/CPRD_GCA.csv,_data/secondary_care/ICD_GCA.csv,,Giant Cell arteritis,"At the specified date, a patient is defined as having had 'Giant Cell arteritis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Giant Cell arteritis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Giant Cell arteritis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,GCA,['_data/primary_care/CPRD_GCA.csv'],['_data/secondary_care/ICD_GCA.csv'],,,,,,,,Disease or Syndrome,PHE00092,['_data/primary_care/CPRD_GCA.csv'],['_data/secondary_care/ICD_GCA.csv'],Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
Glaucoma,_data/primary_care/CPRD_glaucoma.csv,_data/secondary_care/ICD_glaucoma.csv,_data/secondary_care/OPCS_glaucoma.csv,Glaucoma,"At the specified date, a patient is defined as having had 'Glaucoma' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Glaucoma' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Glaucoma' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Glaucoma' during a hospitalization",Eye,0,1,glaucoma,['_data/primary_care/CPRD_glaucoma.csv'],"['_data/secondary_care/ICD_glaucoma.csv', '_data/secondary_care/OPCS_glaucoma.csv']",,,,,,,,Disease or Syndrome,PHE00093,['_data/primary_care/CPRD_glaucoma.csv'],"['_data/secondary_care/ICD_glaucoma.csv', '_data/secondary_care/OPCS_glaucoma.csv']",Disease or Syndrome,"['Primary care (CPRD)', 'Hospital Admission Data (HES)', 'Mortality Data (ONS)']","['Read', 'ICD-10', 'ICD-9', 'OPCS-4']","['cross-source', 'casenote', 'aetiology', 'prognosis', 'genetic external']",01/01/1999 - 01/07/2016,Female/Male,2012-11-23,2012-11-23,Revision 2,"['Julie George', 'Emily Herrett', 'Liam Smeeth', 'Harry Hemingway', 'Anoop Shah', 'Spiros Denaxas']"
